2233-champagne-jacquesson-degorgement-tardif-cuvee-n734	0	-	75 cl	70	-	-	-	#	-	
3443-louis-roederer-cristal-2009	0	-	75 cl	169	-	-	-	#	-	
1699-moet-chandon-grand-vintage-2006	0	-	75 cl	46.5	-	-	-	#	-	
470-champagne-lancelot-pienne-marie-lancelot-blanc-de-blancs-grand-cru-2009	0	-	75 cl	41.9	-	-	-	#	-	
3247-chateau-pavie-2016	0	-	75 cl	345	-	-	-	#	-	
2930-perrier-jouet-brut	0	-	75 cl	47.5	-	-	-	#	-	
3092-chateau-pichon-longueville-baron-2016	0	-	75 cl	133	-	-	-	#	-	
3612-champagne-boizel-blanc-de-blancs	0	-	75 cl	38	-	-	-	#	-	
1309-champagne-bollinger-special-cuvee-	0	-	75 cl	39.9	-	-	-	#	-	
3611-champagne-boizel-rose-nm	0	-	75 cl	36	-	-	-	#	-	
241-champagne-pierre-paillard-bouzy-brut-grand-cru-2004	0	-	75 cl	37.5	-	-	-	#	-	
2959-besserat-de-bellefon-blanc-de-noirs	0	-	75 cl	35	-	-	-	#	-	
3252-chateau-cos-destournel-2016	0	-	75 cl	139	-	-	-	#	-	
3189-chateau-palmer-2016-primeurs	0	-	75 cl	280	-	-	-	#	-	
1685-bruno-paillard-brut-premiere-cuvee	0	-	75 cl	35	-	-	-	#	-	
3441-bollinger-grande-annee-2005	0	-	75 cl	88.5	-	-	-	#	-	
813-champagne-pol-roger-brut-reserve	0	-	75 cl	33.8	-	-	-	#	-	
942-champagne-duval-leroy-rose-prestige-1er-cru	0	-	75 cl	38	-	-	-	39,00	-	
2929-taittinger-reserve-brut-	0	-	75 cl	33.9	-	-	-	#	-	
2213-champagne-mailly-o-de-mailly-2008	0	-	#	39.9	-	-	-	#	-	
1695-champagne-philipponnat-royale-reserve-brut	0	-	75 cl	29.9	-	-	-	#	-	
943-champagne-duval-leroy-blanc-de-blancs-grand-cru-2006	0	-	75 cl	39.9	-	-	-	42,00	-	
2650-champagne-alexandre-bonnet-blanc-de-noirs	0	-	75 cl	24.9	-	-	-	#	-	
2631-les-cordeliers-exclusive-rose	0	-	75 cl	9.95	-	-	-	#	-	
3610-champagne-boizel-brut-reserve-nm-	0	-	75 cl	29.5	-	-	-	#	-	
272-nicolas-feuillatte-blanc-de-noirs-brut-2004	0	-	75 cl	32.9	-	-	-	33,00	-	
2350-champagne-follet-vintage-2008	0	-	75 cl	31	-	-	-	#	-	
3217-chateau-troplong-mondot-2016	0	-	75 cl	122.4	-	-	-	#	-	
3137-master-class-jean-philippe-janoueix-du-03-mai-2017	0	-	#	#	-	-	-	#	-	
3239-clos-fourtet-2016	0	-	75 cl	96.6	-	-	-	#	-	
2956-besserat-de-bellefon-cuvee-des-moines-brut-	0	-	75 cl	29.9	-	-	-	35,90	-	
3099-pavillon-de-chateau-margaux-rouge-2016	0	-	75 cl	132	-	-	-	#	-	
2990-place-pour-la-master-class-stephan-von-neipperg-du-xxx02	0	-	#	#	-	-	-	#	-	
1698-moet-chandon-imperial-brut	0	-	75 cl	39	-	-	-	#	-	
3175-chateau-leoville-barton-2016	0	-	75 cl	74	-	-	-	#	-	
3187-chateau-pape-clement-blanc-2016-primeurs	0	-	75 cl	116.67	-	-	-	#	-	
3134-chateau-pontet-canet-2016	0	-	75 cl	129.6	-	-	-	#	-	
2933-deutz-brut	0	-	75 cl	31.95	-	-	-	#	-	
3174-chateau-lascombes-2016	0	-	75 cl	65.28	-	-	-	#	-	
3248-la-carillon-chateau-angelus-2016	0	-	75 cl	85	-	-	-	#	-	
3324-chateau-duhart-milon-2016	0	-	75 cl	63.5	-	-	-	#	-	
3322-les-cordeliers-exclusive-blanc	0	-	#	#	-	-	-	#	-	
3095-chateau-canon-la-gaffeliere-2016	0	-	75 cl	74	-	-	-	#	-	
3158-chateau-gazin-2016-primeurs	0	-	75 cl	70	-	-	-	#	-	
597-clos-marsalette-rouge-2013	0	-	75 cl	19.8	-	-	-	#	-	
2917-les-hauts-de-canon-la-gaffeliere-2012	0	-	75 cl	22.5	-	-	-	#	-	
3191-chateau-petit-village-2016-primeurs	0	-	75 cl	63	-	-	-	#	-	
3085-domaine-de-chevalier-rouge-2016	0	-	75 cl	61.6	-	-	-	#	-	
3087-chateau-leoville-poyferre-2016	0	-	75 cl	77	-	-	-	#	-	
1958-jean-philippe-janoueix-chateau-croix-mouton-2010	0	-	75 cl	15.95	-	-	-	#	-	
3372-les-cordeliers-exclusive-rose	0	-	75 cl	9.95	-	-	-	#	-	
598-chateau-canon-la-gaffeliere-2013	0	-	75 cl	59.5	-	-	-	#	-	
3139-alter-ego-de-palmer-2016	0	-	75 cl	57	-	-	-	#	-	
3154-chateau-d-issan-2016	0	-	75 cl	54.6	-	-	-	#	-	
3144-chateau-beau-sejour-becot-2016	0	-	75 cl	60	-	-	-	#	-	
3198-chateau-saint-pierre-2016	0	-	75 cl	53.2	-	-	-	#	-	
2915-chateau-aiguilhe-2014	0	-	75 cl	19.95	-	-	-	#	-	
