chateau-phelan-segur-2014-14289	3	Conditionnement	12 btle	547,80		-	45,65 €/btle	-	-	
chateau-phelan-segur-2014-14289	4	Conditionnement	1 Mag	91,30		-	91,30 €/Mag	-	-	
chateau-phelan-segur-2014-14289	5	Conditionnement	3 Mag	273,90		-	91,30 €/Mag	-	-	
champagne-salon-2006-sous-coffret-18185	1	Conditionnement	1 btle	395,00		-	395,00 €/btle	-	-	
champagne-salon-2006-sous-coffret-18185	2	Conditionnement	3 btle	185,00		-	395,00 €/btle	-	-	
champagne-salon-2006-sous-coffret-18185	3	Conditionnement	6 btle	370,00		-	395,00 €/btle	-	-	
chateau-prieure-lichine-2014-14257	1	Conditionnement	1 btle	43,25		-	43,25 €/btle	-	-	
chateau-prieure-lichine-2014-14257	2	Conditionnement	6 btle	259,50		-	43,25 €/btle	-	-	
chateau-prieure-lichine-2014-14257	3	Conditionnement	12 btle	519,00		-	43,25 €/btle	-	-	
chateau-prieure-lichine-2014-14257	4	Conditionnement	1 Mag	86,50		-	86,50 €/Mag	-	-	
xavier-vins-ventoux-2015-16747	1	Conditionnement	1 btle	9,00		-	9,00 €/btle	-	-	
xavier-vins-ventoux-2015-16747	2	Conditionnement	6 btle	54,00		-	9,00 €/btle	-	-	
xavier-vins-ventoux-2015-16747	3	Conditionnement	12 btle	108,00		-	9,00 €/btle	-	-	
champagne-pol-roger-brut-vintage-2004-sous-etui-14697	0	Conditionnement	1 btle	59,00		-	59,00 €/btle	-	-	
chateau-cantenac-brown-2016-17603	1	Conditionnement	1 btle	45,50		-	45,50 €/btle	-	-	
chateau-cantenac-brown-2016-17603	2	Conditionnement	6 btle	273,00		-	45,50 €/btle	-	-	
chateau-cantenac-brown-2016-17603	3	Conditionnement	12 btle	546,00		-	45,50 €/btle	-	-	
chateau-cantenac-brown-2016-17603	4	Conditionnement	1 Mag	91,00		-	91,00 €/Mag	-	-	
chateau-marquis-de-terme-2014-14475	1	Conditionnement	1 btle	45,65		-	45,65 €/btle	-	-	
chateau-marquis-de-terme-2014-14475	2	Conditionnement	6 btle	273,90		-	45,65 €/btle	-	-	
chateau-marquis-de-terme-2014-14475	3	Conditionnement	12 btle	547,80		-	45,65 €/btle	-	-	
chateau-marquis-de-terme-2014-14475	4	Conditionnement	1 Mag	91,30		-	91,30 €/Mag	-	-	
chateau-marquis-de-terme-2014-14475	5	Conditionnement	3 Mag	273,90		-	91,30 €/Mag	-	-	
chateau-marquis-de-terme-2014-14475	6	Conditionnement	6 Mag	547,80		-	91,30 €/Mag	-	-	
champagne-martivey-brut-10847	1	Conditionnement	1 btle	19,00		-	19,00 €/btle	-	-	
champagne-martivey-brut-10847	2	Conditionnement	3 btle	46,50		-	15,50 €/btle	-	-	
champagne-martivey-brut-10847	3	Conditionnement	6 btle	93,00		-	15,50 €/btle	-	-	
domaine-uby-n-1-sauvignon-gros-manseng-19228	1	Conditionnement	1 btle	6,30		-	6,30 €/btle	-	-	
domaine-uby-n-1-sauvignon-gros-manseng-19228	2	Conditionnement	3 btle	17,10		-	5,70 €/btle	-	-	
domaine-uby-n-1-sauvignon-gros-manseng-19228	3	Conditionnement	6 btle	34,20		-	5,70 €/btle	-	-	
chateau-du-tertre-2014-14258	1	Conditionnement	1 btle	40,85		-	40,85 €/btle	-	-	
chateau-du-tertre-2014-14258	2	Conditionnement	6 btle	245,10		-	40,85 €/btle	-	-	
chateau-du-tertre-2014-14258	3	Conditionnement	12 btle	490,20		-	40,85 €/btle	-	-	
chateau-du-tertre-2014-14258	4	Conditionnement	1 Mag	81,70		-	81,70 €/Mag	-	-	
chateau-du-tertre-2013-12708	0	Conditionnement	12 btle	504,00		-	42,00 €/btle	-	-	
champagne-larmandier-bernier-grand-cru-vieille-vigne-du-levant-2008-18307	1	Conditionnement	1 btle	74,00		-	74,00 €/btle	-	-	
champagne-larmandier-bernier-grand-cru-vieille-vigne-du-levant-2008-18307	2	Conditionnement	3 btle	222,00		-	74,00 €/btle	-	-	
champagne-larmandier-bernier-grand-cru-vieille-vigne-du-levant-2008-18307	3	Conditionnement	6 btle	444,00		-	74,00 €/btle	-	-	
champagne-larmandier-bernier-latitude-18303	1	Conditionnement	1 btle	34,90		-	34,90 €/btle	-	-	
champagne-larmandier-bernier-latitude-18303	2	Conditionnement	3 btle	104,70		-	34,90 €/btle	-	-	
champagne-larmandier-bernier-latitude-18303	3	Conditionnement	6 btle	209,40		-	34,90 €/btle	-	-	
champagne-larmandier-bernier-grand-cru-vieille-vigne-du-levant-2009-18306	1	Conditionnement	1 btle	69,00		-	69,00 €/btle	-	-	
champagne-larmandier-bernier-grand-cru-vieille-vigne-du-levant-2009-18306	2	Conditionnement	3 btle	207,00		-	69,00 €/btle	-	-	
champagne-larmandier-bernier-grand-cru-vieille-vigne-du-levant-2009-18306	3	Conditionnement	6 btle	414,00		-	69,00 €/btle	-	-	
champagne-pol-roger-pure-brut-etui-9327	1	Conditionnement	1 btle	42,00		-	42,00 €/btle	-	-	
champagne-pol-roger-pure-brut-etui-9327	2	Conditionnement	2 btle	84,00		-	42,00 €/btle	-	-	
domaine-uby-rose-n-6-17401	1	Conditionnement	1 btle	6,00		-	6,00 €/btle	-	-	
