champagne-rose-pommery	10	Producteur	Maison Pommery		
pommery-rose-champagne	1	Cépages	Chardonnay, Pinot noir, Pinot Meunier		
pommery-rose-champagne	2	Propriétaire/Domaine	Pommery		
pommery-rose-champagne	3	Région	Champagne		
pommery-rose-champagne	4	Pays	France		
pommery-rose-champagne	5	Type	Champagne		
pommery-rose-champagne	6	Couleur	Rosé		
pommery-rose-champagne	7	Contenance (cl)	75 cl		
pommery-rose-champagne	8	Degré d'alcool	12,5%		
pommery-rose-champagne	9	Appellation	Champagne Rosé		
villa-sandi-valdo-frizzante	1	Cépages	Gléra (100%)		
villa-sandi-valdo-frizzante	2	Propriétaire/Domaine	Villa Sandi		
villa-sandi-valdo-frizzante	3	Région	Vins du Monde		
villa-sandi-valdo-frizzante	4	Pays	Italie		
villa-sandi-valdo-frizzante	5	Type	Effervescent		
villa-sandi-valdo-frizzante	6	Couleur	Blanc		
villa-sandi-valdo-frizzante	7	Contenance (cl)	75 cl		
villa-sandi-valdo-frizzante	8	Degré d'alcool	11%		
villa-sandi-valdo-frizzante	9	Appellation	Italie - Prosecco Valdobbiadene		
villa-sandi-valdo-frizzante	10	Producteur	Villa Sandi		
les-fiefs-campredon-2015	1	Cépages	Grenache (20%), Syrah (60%), Mourvèdre (20%)		
les-fiefs-campredon-2015	2	Propriétaire/Domaine	Les fiefs de Campredon		
les-fiefs-campredon-2015	3	Millésime	2015		
les-fiefs-campredon-2015	4	Région	Languedoc-Roussillon		
les-fiefs-campredon-2015	5	Pays	France		
les-fiefs-campredon-2015	6	Type	Vin		
les-fiefs-campredon-2015	7	Couleur	Rouge		
les-fiefs-campredon-2015	8	Contenance (cl)	75 cl		
les-fiefs-campredon-2015	9	Degré d'alcool	14 %		
les-fiefs-campredon-2015	10	Appellation	Saint-Chinian-Roquebrun		
les-fiefs-campredon-2015	11	Producteur	Cave de Roquebrun		
pierre-vidal-terris-14	1	Millésime	2014		
pierre-vidal-terris-14	2	Région	Vallée du Rhône		
pierre-vidal-terris-14	3	Pays	France		
pierre-vidal-terris-14	4	Type	Vin		
pierre-vidal-terris-14	5	Couleur	Rouge		
pierre-vidal-terris-14	6	Contenance (cl)	75 cl		
pierre-vidal-terris-14	7	Degré d'alcool	13,5%		
pierre-vidal-terris-14	8	Appellation	Côtes du Rhône Villages		
pierre-vidal-terris-14	9	Producteur	Pierre Vidal		
